ID,VARIABLE,PARAMETER,VALUE,TIMESTAMP
9,NEE_CUT_REF,WW_USTAR_PERCENTILE,36.25,-9999
9,NEE_CUT_REF,WW_USTAR_THRESHOLD,0.101111,-9999
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,36.25,2002
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0843701,2002
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,36.25,2003
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.0939167,2003
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,36.25,2004
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.101111,2004
10,NEE_VUT_REF,WW_USTAR_PERCENTILE,36.25,2005
10,NEE_VUT_REF,WW_USTAR_THRESHOLD,0.115,2005
11,NEE_CUT_REF,MM_USTAR_PERCENTILE,36.25,-9999
11,NEE_CUT_REF,MM_USTAR_THRESHOLD,0.101111,-9999
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,43.75,2002
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.0875556,2002
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,43.75,2003
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.101625,2003
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,43.75,2004
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.105167,2004
12,NEE_VUT_REF,MM_USTAR_PERCENTILE,43.75,2005
12,NEE_VUT_REF,MM_USTAR_THRESHOLD,0.119889,2005
13,NEE_CUT_REF,YY_USTAR_PERCENTILE,36.25,-9999
13,NEE_CUT_REF,YY_USTAR_THRESHOLD,0.101111,-9999
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,46.25,2002
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.08775,2002
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,46.25,2003
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.10315,2003
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,46.25,2004
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.108556,2004
14,NEE_VUT_REF,YY_USTAR_PERCENTILE,46.25,2005
14,NEE_VUT_REF,YY_USTAR_THRESHOLD,0.122083,2005
15,RECO_NT_CUT_REF,HH_USTAR_PERCENTILE,28.75,-9999
15,RECO_NT_CUT_REF,HH_USTAR_THRESHOLD,0.0923,-9999
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,23.75,2002
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0804,2002
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,23.75,2003
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0875556,2003
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,23.75,2004
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0891111,2004
16,RECO_NT_VUT_REF,HH_USTAR_PERCENTILE,23.75,2005
16,RECO_NT_VUT_REF,HH_USTAR_THRESHOLD,0.106905,2005
17,RECO_NT_CUT_REF,DD_USTAR_PERCENTILE,21.25,-9999
17,RECO_NT_CUT_REF,DD_USTAR_THRESHOLD,0.08775,-9999
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,23.75,2002
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0804,2002
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,23.75,2003
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0875556,2003
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,23.75,2004
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0891111,2004
18,RECO_NT_VUT_REF,DD_USTAR_PERCENTILE,23.75,2005
18,RECO_NT_VUT_REF,DD_USTAR_THRESHOLD,0.106905,2005
19,RECO_NT_CUT_REF,WW_USTAR_PERCENTILE,21.25,-9999
19,RECO_NT_CUT_REF,WW_USTAR_THRESHOLD,0.08775,-9999
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,13.75,2002
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.077375,2002
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,13.75,2003
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0805,2003
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,13.75,2004
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0813571,2004
20,RECO_NT_VUT_REF,WW_USTAR_PERCENTILE,13.75,2005
20,RECO_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0965,2005
21,RECO_NT_CUT_REF,MM_USTAR_PERCENTILE,16.25,-9999
21,RECO_NT_CUT_REF,MM_USTAR_THRESHOLD,0.083625,-9999
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,63.75,2002
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.0931429,2002
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,63.75,2003
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.126933,2003
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,63.75,2004
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.1222,2004
22,RECO_NT_VUT_REF,MM_USTAR_PERCENTILE,63.75,2005
22,RECO_NT_VUT_REF,MM_USTAR_THRESHOLD,0.139078,2005
23,RECO_NT_CUT_REF,YY_USTAR_PERCENTILE,73.75,-9999
23,RECO_NT_CUT_REF,YY_USTAR_THRESHOLD,0.1355,-9999
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,66.25,2002
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.095375,2002
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,66.25,2003
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.13,2003
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,66.25,2004
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.126,2004
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,66.25,2005
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.14045,2005
25,GPP_NT_CUT_REF,HH_USTAR_PERCENTILE,63.75,-9999
25,GPP_NT_CUT_REF,HH_USTAR_THRESHOLD,0.1222,-9999
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2002
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.0875556,2002
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2003
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.101625,2003
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2004
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.105167,2004
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2005
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.119889,2005
27,GPP_NT_CUT_REF,DD_USTAR_PERCENTILE,28.75,-9999
27,GPP_NT_CUT_REF,DD_USTAR_THRESHOLD,0.0923,-9999
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,28.75,2002
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0822,2002
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,28.75,2003
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0894821,2003
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,28.75,2004
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.0923,2004
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,28.75,2005
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.11125,2005
29,GPP_NT_CUT_REF,WW_USTAR_PERCENTILE,23.75,-9999
29,GPP_NT_CUT_REF,WW_USTAR_THRESHOLD,0.0891111,-9999
30,GPP_NT_VUT_REF,WW_USTAR_PERCENTILE,28.75,2002
30,GPP_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0822,2002
30,GPP_NT_VUT_REF,WW_USTAR_PERCENTILE,28.75,2003
30,GPP_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0894821,2003
30,GPP_NT_VUT_REF,WW_USTAR_PERCENTILE,28.75,2004
30,GPP_NT_VUT_REF,WW_USTAR_THRESHOLD,0.0923,2004
30,GPP_NT_VUT_REF,WW_USTAR_PERCENTILE,28.75,2005
30,GPP_NT_VUT_REF,WW_USTAR_THRESHOLD,0.11125,2005
31,GPP_NT_CUT_REF,MM_USTAR_PERCENTILE,23.75,-9999
31,GPP_NT_CUT_REF,MM_USTAR_THRESHOLD,0.0891111,-9999
32,GPP_NT_VUT_REF,MM_USTAR_PERCENTILE,73.75,2002
32,GPP_NT_VUT_REF,MM_USTAR_THRESHOLD,0.1009,2002
32,GPP_NT_VUT_REF,MM_USTAR_PERCENTILE,73.75,2003
32,GPP_NT_VUT_REF,MM_USTAR_THRESHOLD,0.141438,2003
32,GPP_NT_VUT_REF,MM_USTAR_PERCENTILE,73.75,2004
32,GPP_NT_VUT_REF,MM_USTAR_THRESHOLD,0.1355,2004
32,GPP_NT_VUT_REF,MM_USTAR_PERCENTILE,73.75,2005
32,GPP_NT_VUT_REF,MM_USTAR_THRESHOLD,0.1458,2005
33,GPP_NT_CUT_REF,YY_USTAR_PERCENTILE,78.75,-9999
33,GPP_NT_CUT_REF,YY_USTAR_THRESHOLD,0.141625,-9999
34,GPP_NT_VUT_REF,YY_USTAR_PERCENTILE,76.25,2002
34,GPP_NT_VUT_REF,YY_USTAR_THRESHOLD,0.1016,2002
34,GPP_NT_VUT_REF,YY_USTAR_PERCENTILE,76.25,2003
34,GPP_NT_VUT_REF,YY_USTAR_THRESHOLD,0.144,2003
34,GPP_NT_VUT_REF,YY_USTAR_PERCENTILE,76.25,2004
34,GPP_NT_VUT_REF,YY_USTAR_THRESHOLD,0.1391,2004
34,GPP_NT_VUT_REF,YY_USTAR_PERCENTILE,76.25,2005
34,GPP_NT_VUT_REF,YY_USTAR_THRESHOLD,0.149,2005
35,RECO_DT_CUT_REF,HH_USTAR_PERCENTILE,31.25,-9999
35,RECO_DT_CUT_REF,HH_USTAR_THRESHOLD,0.0961,-9999
36,RECO_DT_VUT_REF,HH_USTAR_PERCENTILE,61.25,2002
36,RECO_DT_VUT_REF,HH_USTAR_THRESHOLD,0.0918056,2002
36,RECO_DT_VUT_REF,HH_USTAR_PERCENTILE,61.25,2003
36,RECO_DT_VUT_REF,HH_USTAR_THRESHOLD,0.123111,2003
36,RECO_DT_VUT_REF,HH_USTAR_PERCENTILE,61.25,2004
36,RECO_DT_VUT_REF,HH_USTAR_THRESHOLD,0.11975,2004
36,RECO_DT_VUT_REF,HH_USTAR_PERCENTILE,61.25,2005
36,RECO_DT_VUT_REF,HH_USTAR_THRESHOLD,0.136535,2005
37,RECO_DT_CUT_REF,DD_USTAR_PERCENTILE,31.25,-9999
37,RECO_DT_CUT_REF,DD_USTAR_THRESHOLD,0.0961,-9999
38,RECO_DT_VUT_REF,DD_USTAR_PERCENTILE,58.75,2002
38,RECO_DT_VUT_REF,DD_USTAR_THRESHOLD,0.0916667,2002
38,RECO_DT_VUT_REF,DD_USTAR_PERCENTILE,58.75,2003
38,RECO_DT_VUT_REF,DD_USTAR_THRESHOLD,0.1173,2003
38,RECO_DT_VUT_REF,DD_USTAR_PERCENTILE,58.75,2004
38,RECO_DT_VUT_REF,DD_USTAR_THRESHOLD,0.1178,2004
38,RECO_DT_VUT_REF,DD_USTAR_PERCENTILE,58.75,2005
38,RECO_DT_VUT_REF,DD_USTAR_THRESHOLD,0.132094,2005
39,RECO_DT_CUT_REF,WW_USTAR_PERCENTILE,31.25,-9999
39,RECO_DT_CUT_REF,WW_USTAR_THRESHOLD,0.0961,-9999
40,RECO_DT_VUT_REF,WW_USTAR_PERCENTILE,61.25,2002
40,RECO_DT_VUT_REF,WW_USTAR_THRESHOLD,0.0918056,2002
40,RECO_DT_VUT_REF,WW_USTAR_PERCENTILE,61.25,2003
40,RECO_DT_VUT_REF,WW_USTAR_THRESHOLD,0.123111,2003
40,RECO_DT_VUT_REF,WW_USTAR_PERCENTILE,61.25,2004
40,RECO_DT_VUT_REF,WW_USTAR_THRESHOLD,0.11975,2004
40,RECO_DT_VUT_REF,WW_USTAR_PERCENTILE,61.25,2005
40,RECO_DT_VUT_REF,WW_USTAR_THRESHOLD,0.136535,2005
41,RECO_DT_CUT_REF,MM_USTAR_PERCENTILE,8.75,-9999
41,RECO_DT_CUT_REF,MM_USTAR_THRESHOLD,0.0783,-9999
42,RECO_DT_VUT_REF,MM_USTAR_PERCENTILE,58.75,2002
42,RECO_DT_VUT_REF,MM_USTAR_THRESHOLD,0.0916667,2002
42,RECO_DT_VUT_REF,MM_USTAR_PERCENTILE,58.75,2003
42,RECO_DT_VUT_REF,MM_USTAR_THRESHOLD,0.1173,2003
42,RECO_DT_VUT_REF,MM_USTAR_PERCENTILE,58.75,2004
42,RECO_DT_VUT_REF,MM_USTAR_THRESHOLD,0.1178,2004
42,RECO_DT_VUT_REF,MM_USTAR_PERCENTILE,58.75,2005
42,RECO_DT_VUT_REF,MM_USTAR_THRESHOLD,0.132094,2005
43,RECO_DT_CUT_REF,YY_USTAR_PERCENTILE,36.25,-9999
43,RECO_DT_CUT_REF,YY_USTAR_THRESHOLD,0.101111,-9999
44,RECO_DT_VUT_REF,YY_USTAR_PERCENTILE,58.75,2002
44,RECO_DT_VUT_REF,YY_USTAR_THRESHOLD,0.0916667,2002
44,RECO_DT_VUT_REF,YY_USTAR_PERCENTILE,58.75,2003
44,RECO_DT_VUT_REF,YY_USTAR_THRESHOLD,0.1173,2003
44,RECO_DT_VUT_REF,YY_USTAR_PERCENTILE,58.75,2004
44,RECO_DT_VUT_REF,YY_USTAR_THRESHOLD,0.1178,2004
44,RECO_DT_VUT_REF,YY_USTAR_PERCENTILE,58.75,2005
44,RECO_DT_VUT_REF,YY_USTAR_THRESHOLD,0.132094,2005
45,GPP_DT_CUT_REF,HH_USTAR_PERCENTILE,51.25,-9999
45,GPP_DT_CUT_REF,HH_USTAR_THRESHOLD,0.1125,-9999
46,GPP_DT_VUT_REF,HH_USTAR_PERCENTILE,58.75,2002
46,GPP_DT_VUT_REF,HH_USTAR_THRESHOLD,0.0916667,2002
46,GPP_DT_VUT_REF,HH_USTAR_PERCENTILE,58.75,2003
46,GPP_DT_VUT_REF,HH_USTAR_THRESHOLD,0.1173,2003
46,GPP_DT_VUT_REF,HH_USTAR_PERCENTILE,58.75,2004
46,GPP_DT_VUT_REF,HH_USTAR_THRESHOLD,0.1178,2004
46,GPP_DT_VUT_REF,HH_USTAR_PERCENTILE,58.75,2005
46,GPP_DT_VUT_REF,HH_USTAR_THRESHOLD,0.132094,2005
47,GPP_DT_CUT_REF,DD_USTAR_PERCENTILE,51.25,-9999
47,GPP_DT_CUT_REF,DD_USTAR_THRESHOLD,0.1125,-9999
48,GPP_DT_VUT_REF,DD_USTAR_PERCENTILE,58.75,2002
48,GPP_DT_VUT_REF,DD_USTAR_THRESHOLD,0.0916667,2002
48,GPP_DT_VUT_REF,DD_USTAR_PERCENTILE,58.75,2003
48,GPP_DT_VUT_REF,DD_USTAR_THRESHOLD,0.1173,2003
48,GPP_DT_VUT_REF,DD_USTAR_PERCENTILE,58.75,2004
48,GPP_DT_VUT_REF,DD_USTAR_THRESHOLD,0.1178,2004
48,GPP_DT_VUT_REF,DD_USTAR_PERCENTILE,58.75,2005
48,GPP_DT_VUT_REF,DD_USTAR_THRESHOLD,0.132094,2005
49,GPP_DT_CUT_REF,WW_USTAR_PERCENTILE,51.25,-9999
49,GPP_DT_CUT_REF,WW_USTAR_THRESHOLD,0.1125,-9999
50,GPP_DT_VUT_REF,WW_USTAR_PERCENTILE,58.75,2002
50,GPP_DT_VUT_REF,WW_USTAR_THRESHOLD,0.0916667,2002
50,GPP_DT_VUT_REF,WW_USTAR_PERCENTILE,58.75,2003
50,GPP_DT_VUT_REF,WW_USTAR_THRESHOLD,0.1173,2003
50,GPP_DT_VUT_REF,WW_USTAR_PERCENTILE,58.75,2004
50,GPP_DT_VUT_REF,WW_USTAR_THRESHOLD,0.1178,2004
50,GPP_DT_VUT_REF,WW_USTAR_PERCENTILE,58.75,2005
50,GPP_DT_VUT_REF,WW_USTAR_THRESHOLD,0.132094,2005
51,GPP_DT_CUT_REF,MM_USTAR_PERCENTILE,58.75,-9999
51,GPP_DT_CUT_REF,MM_USTAR_THRESHOLD,0.1178,-9999
52,GPP_DT_VUT_REF,MM_USTAR_PERCENTILE,58.75,2002
52,GPP_DT_VUT_REF,MM_USTAR_THRESHOLD,0.0916667,2002
52,GPP_DT_VUT_REF,MM_USTAR_PERCENTILE,58.75,2003
52,GPP_DT_VUT_REF,MM_USTAR_THRESHOLD,0.1173,2003
52,GPP_DT_VUT_REF,MM_USTAR_PERCENTILE,58.75,2004
52,GPP_DT_VUT_REF,MM_USTAR_THRESHOLD,0.1178,2004
52,GPP_DT_VUT_REF,MM_USTAR_PERCENTILE,58.75,2005
52,GPP_DT_VUT_REF,MM_USTAR_THRESHOLD,0.132094,2005
53,GPP_DT_CUT_REF,YY_USTAR_PERCENTILE,63.75,-9999
53,GPP_DT_CUT_REF,YY_USTAR_THRESHOLD,0.1222,-9999
